respID,qID,altID,obsID,profileID,arrested_low,arrested_high,arrested_bus,raise,audits,trainings,protections_report,mandatory_report
17,2,2,82,51,"Yes, arrested many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","No, did not audit","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
17,3,1,83,135,"Yes, arrested many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","Yes, audited","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
17,3,2,83,136,"No, did not arrest many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","Yes, audited","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
17,4,1,84,67,"Yes, arrested many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","Yes, audited","Yes, did trainings","No, did not improve protections","Yes, enforced reporting"
17,4,2,84,214,"No, did not arrest many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","No, did not audit","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
17,5,1,85,19,"Yes, arrested many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","No, did not audit","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
17,5,2,85,106,"No, did not arrest many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","Yes, audited","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
18,1,1,86,191,"Yes, arrested many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
18,1,2,86,65,"Yes, arrested many","Yes, arrested many","Yes, arrested many","Yes, raised salaries","Yes, audited","Yes, did trainings","No, did not improve protections","Yes, enforced reporting"
18,2,1,87,226,"No, did not arrest many","Yes, arrested many","Yes, arrested many","Yes, raised salaries","Yes, audited","No, did not do trainings","No, did not improve protections","No, did not enforce reporting"
18,2,2,87,153,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","No, did not audit","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
18,3,1,88,54,"No, did not arrest many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","No, did not audit","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
18,3,2,88,82,"No, did not arrest many","Yes, arrested many","Yes, arrested many","Yes, raised salaries","No, did not audit","Yes, did trainings","No, did not improve protections","Yes, enforced reporting"
18,4,1,89,37,"Yes, arrested many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","Yes, audited","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
18,4,2,89,214,"No, did not arrest many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","No, did not audit","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
18,5,1,90,249,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","No, did not audit","No, did not do trainings","No, did not improve protections","No, did not enforce reporting"
18,5,2,90,124,"No, did not arrest many","No, did not arrest many","Yes, arrested many","No, did not raise salaries","No, did not audit","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
19,1,1,91,138,"No, did not arrest many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","Yes, audited","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
19,1,2,91,9,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","Yes, audited","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
19,2,1,92,219,"Yes, arrested many","No, did not arrest many","Yes, arrested many","No, did not raise salaries","No, did not audit","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
19,2,2,92,230,"No, did not arrest many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","Yes, audited","No, did not do trainings","No, did not improve protections","No, did not enforce reporting"
19,3,1,93,39,"Yes, arrested many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","Yes, audited","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
19,3,2,93,228,"No, did not arrest many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","Yes, audited","No, did not do trainings","No, did not improve protections","No, did not enforce reporting"
19,4,1,94,221,"Yes, arrested many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","No, did not audit","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
19,4,2,94,189,"Yes, arrested many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
19,5,1,95,193,"Yes, arrested many","Yes, arrested many","Yes, arrested many","Yes, raised salaries","Yes, audited","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
19,5,2,95,90,"No, did not arrest many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","No, did not audit","Yes, did trainings","No, did not improve protections","Yes, enforced reporting"
20,1,1,96,27,"Yes, arrested many","No, did not arrest many","Yes, arrested many","No, did not raise salaries","No, did not audit","Yes, did trainings","Yes, improved protections","Yes, enforced reporting"
20,1,2,96,105,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","Yes, audited","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
20,2,1,97,34,"No, did not arrest many","Yes, arrested many","Yes, arrested many","Yes, raised salaries","Yes, audited","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
20,2,2,97,223,"Yes, arrested many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","No, did not audit","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
20,3,1,98,227,"Yes, arrested many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","Yes, audited","No, did not do trainings","No, did not improve protections","No, did not enforce reporting"
20,3,2,98,252,"No, did not arrest many","No, did not arrest many","Yes, arrested many","No, did not raise salaries","No, did not audit","No, did not do trainings","No, did not improve protections","No, did not enforce reporting"
20,4,1,99,205,"Yes, arrested many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","Yes, audited","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
20,4,2,99,37,"Yes, arrested many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","Yes, audited","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
20,5,1,100,57,"Yes, arrested many","Yes, arrested many","Yes, arrested many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
20,5,2,100,192,"No, did not arrest many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","No, did not enforce reporting"
21,1,1,101,83,"Yes, arrested many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","No, did not audit","Yes, did trainings","No, did not improve protections","Yes, enforced reporting"
21,1,2,101,60,"No, did not arrest many","No, did not arrest many","Yes, arrested many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
21,2,1,102,219,"Yes, arrested many","No, did not arrest many","Yes, arrested many","No, did not raise salaries","No, did not audit","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
21,2,2,102,199,"Yes, arrested many","No, did not arrest many","No, did not arrest many","Yes, raised salaries","Yes, audited","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
21,3,1,103,80,"No, did not arrest many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","Yes, audited","Yes, did trainings","No, did not improve protections","Yes, enforced reporting"
21,3,2,103,214,"No, did not arrest many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","No, did not audit","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
21,4,1,104,102,"No, did not arrest many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","Yes, audited","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
21,4,2,104,37,"Yes, arrested many","Yes, arrested many","No, did not arrest many","Yes, raised salaries","Yes, audited","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
21,5,1,105,61,"Yes, arrested many","Yes, arrested many","No, did not arrest many","No, did not raise salaries","No, did not audit","No, did not do trainings","Yes, improved protections","Yes, enforced reporting"
21,5,2,105,147,"Yes, arrested many","No, did not arrest many","Yes, arrested many","Yes, raised salaries","No, did not audit","Yes, did trainings","Yes, improved protections","No, did not enforce reporting"
22,1,1,106,255,"Yes, arrested many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","No, did not audit","No, did not do trainings","No, did not improve protections","No, did not enforce reporting"
22,1,2,106,219,"Yes, arrested many","No, did not arrest many","Yes, arrested many","No, did not raise salaries","No, did not audit","Yes, did trainings","No, did not improve protections","No, did not enforce reporting"
22,2,1,107,111,"Yes, arrested many","No, did not arrest many","No, did not arrest many","No, did not raise salaries","Yes, audited","No, did not do trainings","No, did not improve protections","Yes, enforced reporting"
